chr3	27465530	27465542	SM
chr2	191798693	191798774	SM
chr13	53039588	53039600	MS
chr7	32525881	32525910	MS
chr7	32525881	32525910	MS
chr6	170844363	170844365	SM
chr10	62553644	62553694	SM
chr10	27551884	28196592	SM
chr9	140007846	140008779	MS
chr7	32525881	32525910	MS
chr14	66083005	66208892	MS
chr1	8938749	236646640	MS
chr9	104327923	104327963	SM
chr6	170844363	170844365	SM
chr2	191798693	191798774	SM
chr10	28340958	28340980	SM
chr2	230093178	230093180	SM
chr13	99449708	99460022	MS
chr5	54579539	54579556	SM
chr7	32525881	32525910	MS
chr3	174495587	174495896	SM
chr15	81271594	81271594	SM
chr2	191798693	191798774	SM
chr20	56226449	56226609	MS
chr10	62553644	62553694	SM
chr5	54579539	54579556	SM
chr6	170844363	170844365	SM
chr5	65108214	65108214	MS
chr15	85346036	85346062	SM
chr5	96350724	96350734	MS
chr5	96350724	96350736	MS
chr5	44744549	44744603	MS
chr12	121134898	121134914	MS
chr2	191798693	191798774	SM
chr13	53039588	53039600	MS
chr5	44744549	44744603	MS
chr5	54579539	54579556	SM
chr4	89182268	89182289	MS
chr5	96350724	96350734	MS
chr15	81271594	81271594	SM
chr4	89182268	89182289	MS
chr7	131189205	131189216	MS
chr5	96350724	96350734	MS
chr10	62553644	62553694	SM
chr2	191798693	191798770	SM
chr2	237998601	237998601	MS
chr5	44744549	44744603	MS
chr16	70192759	70192807	SM
chr11	28057589	28057637	MS
chr9	123912539	123912539	MS
chr6	170844363	170844365	SM
chr6	170844363	170844365	SM
chr7	42956639	42957099	MS
chr10	27551884	28196592	SM
chr2	191798693	191798774	SM
chr1	109479755	109479932	SM
chr10	27551884	28196592	SM
chr6	35801334	35801433	MS
chr5	54579539	54579556	SM
chr11	28057589	28057637	MS
chr5	151042680	151042727	MS
chr14	66083005	66208892	MS
chr2	191798693	191798774	SM
chr5	134692791	134693018	MS
chr8	98725968	98725991	MS
chr17	76851188	76851476	MS
chr3	27465530	27465542	SM
chr5	96350724	96350734	MS
chr5	96350724	96350734	MS
chr6	35801334	35801433	MS
chr10	62553644	62553694	SM
chr8	103220311	103220340	SM
chr11	28057596	28057637	MS
chr1	59002375	59004958	MS
chr5	151042680	151042727	MS
chr19	46879833	47030337	MS
chr17	48166890	48167089	SM
chr19	14626866	14627404	MS
chr5	65108214	65108217	MS
chr1	8938749	236646640	MS
chr1	8938749	236646640	MS
chr5	151042680	151042727	MS
chr12	93966545	93968495	SM
chr5	96350724	96350734	MS
chr4	89182268	89182289	MS
chr5	65108214	65108214	MS
chr2	237998601	237998601	MS
chr1	222906768	222906783	SM
chr2	64819279	64819302	SM
chr10	62553644	62553694	SM
chr13	53039588	53039600	MS
chr5	65108214	65108214	MS
chr7	32525881	32525910	MS
chr3	174495587	174495896	SM
chr5	54579539	54579556	SM
chr10	27551884	28196592	SM
chr9	104327923	104327963	SM
chr3	151599255	151599366	SM
chr1	8938749	236646640	MS
chr13	53039588	53039600	MS
chr13	53039588	53039600	MS
chr2	64819279	64819302	SM
chr13	53039588	53039600	MS
chr5	65108214	65108214	MS
chr11	28057589	28057637	MS
chr5	96350724	96350734	MS
chr1	218846392	218846411	SM
chr3	174495587	174495896	SM
chr10	54075110	54076087	SM
chr16	70192759	70192807	SM
chr13	53039588	53039600	MS
chr4	89182268	89182289	MS
chr7	5028808	5770450	MS
chr14	66083005	66208892	MS
chr5	96350724	96350734	MS
chr17	75398218	75398463	SM
chr10	27551884	28196592	SM
chr5	96350724	96350734	MS
chr10	27551884	28196592	SM
chr5	151042680	151042727	MS
chr4	120417697	120417765	MS
chr5	151042680	151042727	MS
chr5	96350724	96350734	MS
chr5	65108214	65108217	MS
chr16	66653811	66654718	MS
chrX	30744968	101033749	SM
chr5	65108214	65108214	MS
chr10	62553644	62553694	SM
chr10	62553644	62553694	SM
chr2	191798693	191798774	SM
chr5	54579539	54579556	SM
chr8	42152407	42152457	MS
chr10	27551884	28196592	SM
chr17	29298124	29298353	SM
chr5	44744549	44744603	MS
chr5	54579539	54579556	SM
chr5	151042680	151042727	MS
chr5	54579539	54579556	SM
chr2	233722397	233722596	SM
chr6	35801334	35801433	MS
chr5	151042680	151042727	MS
chr12	56537100	56537107	MS
chr10	62553644	62553694	SM
chr6	35801334	35801433	MS
chr5	54579539	54579556	SM
chr10	62553644	62553694	SM
chr17	48141892	48148218	SM
chr5	65108214	65108214	MS
chr14	90872553	90872840	SM
chr6	170844363	170844365	SM
chr14	66083005	66208892	MS
chr5	151042680	151042727	MS
chr1	8938749	236646640	MS
chrX	30744968	101033749	SM
chr5	151042680	151042727	MS
chr10	27551884	28196592	SM
chr7	44252447	44252447	SM
chr2	237998601	237998601	MS
chr7	32525881	32525910	MS
chr6	170844363	170844365	SM
chr19	38222429	38222447	MS
chr10	62553644	62553694	SM
chr5	54579539	54579556	SM
chr2	237998601	237998601	MS
chr10	27551884	28196592	SM
chr7	32525881	32525910	MS
chr6	35801334	35801433	MS
chr5	96350724	96350734	MS
chr2	237998601	237998601	MS
chr5	65108214	65108214	MS
chr1	218846392	218846411	SM
chr10	27551884	28196592	SM
chr5	96350724	96350736	MS
chr2	237998601	237998601	MS
chr15	85346036	85346062	SM
chr2	237998601	237998601	MS
chr17	40994379	40994429	SM
chr3	47958312	47958666	MS
chr2	191798693	191798774	SM
chr5	151042680	151042727	MS
chr7	32525881	32525910	MS
chr2	237998601	237998601	MS
chr10	27551884	28196592	SM
chr4	89182268	89182289	MS
chr7	5028808	5770450	MS
chr2	191798693	191798770	SM
chr5	54579539	54579556	SM
chr3	174495587	174495896	SM
chr11	28057589	28057637	MS
chr4	120417697	120417765	MS
chr7	32525881	32525910	MS
chr12	111051965	111052097	SM
chr5	44744549	44744603	MS
chr7	44424181	44424220	MS
chr1	109479755	109479932	SM
chr11	28057589	28057637	MS
chr5	65108214	65108214	MS
chrX	30744968	101033749	SM
chr7	5028808	5770450	MS
chr10	62553644	62553694	SM
chr11	28057596	28057637	MS
chr11	28057596	28057637	MS
chr11	62299602	62299614	SM
chr20	56226449	56226609	MS
chrX	153580667	153581197	MS
chr9	104327923	104327963	SM
chr9	104327923	104327963	SM
chr10	62553644	62553694	SM
chr10	28367342	28367373	SM
chr9	104327923	104327963	SM
chr6	35801334	35801433	MS
chr5	65108214	65108214	MS
chr4	120417697	120417765	MS
chr1	8938749	236646640	MS
chr2	237998601	237998601	MS
chr4	89182268	89182289	MS
chr2	191798693	191798770	SM
chr13	53039588	53039600	MS
chr3	196730467	196730732	SM
chr2	191798693	191798774	SM
chr5	151042680	151042727	MS
chr6	35801334	35801433	MS
chr2	237998601	237998601	MS
chr5	44744549	44744603	MS
chr7	32525881	32525910	MS
chr14	66083005	66208892	MS
chr9	104327923	104327963	SM
chr14	66083005	66208892	MS
chr11	28057589	28057637	MS
chr14	66083005	66208892	MS
chr11	28057589	28057637	MS
chr1	109479755	109479932	SM
chr1	222906768	222906783	SM
chrM	2828	2891	SM
chr15	81271594	81271594	SM
chr2	237998601	237998601	MS
chr11	28057596	28057637	MS
chr5	44744549	44744603	MS
chr5	44744549	44744603	MS
chr2	191798693	191798774	SM
chr11	28057589	28057637	MS
chr6	170844363	170844365	SM
chr5	44744549	44744603	MS
chr1	222906768	222906783	SM
chr5	96350724	96350734	MS
chr5	151042680	151042727	MS
chr10	62553644	62553694	SM
chr15	81271594	81271594	SM
chr15	81271594	81271594	SM
chr14	66083005	66208892	MS
chr8	27464024	27464041	MS
chr1	8938749	236646640	MS
chrX	30744968	101033749	SM
chr5	54579539	54579556	SM
chr9	104327923	104327963	SM
chr3	47958312	47958666	MS
chr13	53039588	53039600	MS
chr5	96350724	96350734	MS
chr6	170844363	170844365	SM
chr12	111051965	111052097	SM
chr20	56226449	56226609	MS
chr5	146780929	146833111	SM
chr5	54579539	54579556	SM
chr5	65108214	65108214	MS
chr5	151042680	151042727	MS
chr4	120417697	120417765	MS
chr6	170844363	170844365	SM
chr2	237998601	237998601	MS
chr7	44252447	44252447	SM
chr5	151042680	151042727	MS
chr5	65108214	65108214	MS
chr5	151042680	151042727	MS
chr5	96350724	96350734	MS
chr14	66083005	66208892	MS
chr3	174495587	174495896	SM
chr10	28340958	28340980	SM
chr5	65108214	65108214	MS
chr10	62553644	62553694	SM
chr1	59002375	59004958	MS
